Unique_ID,Similarity_score
0,0.3894704580307007
1,0.29206621646881104
2,0.2728900909423828
3,0.18495512008666992
4,0.17167693376541138
5,0.2492884397506714
6,0.31913208961486816
7,0.1526126265525818
8,0.2093600034713745
9,0.09870898723602295
10,0.38789457082748413
11,0.25164884328842163
12,0.2792947292327881
13,0.16541564464569092
14,0.23851191997528076
15,0.25654757022857666
16,0.24984663724899292
17,0.27797985076904297
18,0.11156868934631348
19,0.17377245426177979
20,0.32292020320892334
21,0.20247173309326172
22,0.2157517671585083
23,0.33713018894195557
24,0.25534117221832275
25,0.19453215599060059
26,0.29359233379364014
27,0.18318629264831543
28,0.25347477197647095
29,0.24275147914886475
30,0.37877821922302246
31,0.43795907497406006
32,0.15244805812835693
33,0.16913634538650513
34,0.3419102430343628
35,0.3061959743499756
36,0.13560718297958374
37,0.20427381992340088
38,0.37849605083465576
39,0.25085902214050293
40,0.25548064708709717
41,0.30043935775756836
42,0.2270951271057129
43,0.1548168659210205
44,0.26259225606918335
45,0.15616285800933838
46,0.22879374027252197
47,0.3929126262664795
48,0.22841686010360718
49,0.26657211780548096
50,0.17978668212890625
51,0.2835385799407959
52,0.4032949209213257
53,0.3745713233947754
54,0.23725199699401855
55,0.15802669525146484
56,0.2640411853790283
57,0.32912468910217285
58,0.12836843729019165
59,0.28192245960235596
60,0.171644389629364
61,0.161327064037323
62,0.2589339017868042
63,0.3443198800086975
64,0.37357187271118164
65,0.4103628993034363
66,0.32024532556533813
67,0.2378406524658203
68,0.1976780891418457
69,0.19558489322662354
70,0.24061036109924316
71,0.37087416648864746
72,0.30593931674957275
73,0.2478790283203125
74,0.36460959911346436
75,0.33244824409484863
76,0.26683342456817627
77,0.2070344090461731
78,0.23003917932510376
79,0.28017526865005493
80,0.35692399740219116
81,0.33340364694595337
82,0.24423587322235107
83,0.4753178358078003
84,0.44353020191192627
85,0.39537644386291504
86,0.24897736310958862
87,0.19012975692749023
88,0.16635286808013916
89,0.17195165157318115
90,0.34281718730926514
91,0.39439821243286133
92,0.37960147857666016
93,0.1959468126296997
94,0.20295482873916626
95,0.3042113780975342
96,0.28316426277160645
97,0.3531731367111206
98,0.3441770076751709
99,0.32580411434173584
100,0.38694220781326294
101,0.3781116008758545
102,0.3863457441329956
103,0.17513716220855713
104,0.2084617018699646
105,0.261946439743042
106,0.31878161430358887
107,0.287081241607666
108,0.517589271068573
109,0.29039710760116577
110,0.36135464906692505
111,0.26690030097961426
112,0.22166740894317627
113,0.3494890332221985
114,0.309651255607605
115,0.15033012628555298
116,0.2882682681083679
117,0.4487290382385254
118,0.22344571352005005
119,0.13764774799346924
120,0.3278140425682068
121,0.21380960941314697
122,0.12067675590515137
123,0.2659343481063843
124,0.27032607793807983
125,0.29136204719543457
126,0.1478785276412964
127,0.33324146270751953
128,0.27970123291015625
129,0.32678526639938354
130,0.24230635166168213
131,0.20627868175506592
132,0.23609530925750732
133,0.33184343576431274
134,0.34312164783477783
135,0.17686152458190918
136,0.31085968017578125
137,0.32240331172943115
138,0.23439162969589233
139,0.26109379529953003
140,0.33377498388290405
141,0.22799372673034668
142,0.41846567392349243
143,0.39380884170532227
144,0.1913924217224121
145,0.310327410697937
146,0.10730624198913574
147,0.2657037377357483
148,0.1789942979812622
149,0.3089069128036499
150,0.15394049882888794
151,0.33508336544036865
152,0.2957708239555359
153,0.23733890056610107
154,0.2805211544036865
155,0.2714107036590576
156,0.17031019926071167
157,0.29817676544189453
158,0.3198103904724121
159,0.09756910800933838
160,0.2429715394973755
161,0.09787541627883911
162,0.40330439805984497
163,0.23809653520584106
